epoch,hp_metric,loss,step,val_loss
,0.027120590209960938,,0,
0,,0.0833892822265625,49,
0,,-0.4841623306274414,99,
0,,-0.33318138122558594,149,
0,,-0.48199939727783203,199,
0,,-0.2239856719970703,249,
0,,-0.5564355850219727,299,
0,,-0.1465616226196289,349,
0,,0.008350372314453125,399,
0,,-0.7654075622558594,449,
0,,-0.26352405548095703,499,
0,,-1.2365503311157227,549,
0,,-0.7896671295166016,599,
0,,-1.859354019165039,649,
0,,-0.34146690368652344,699,
0,,0.0787057876586914,749,
0,,-0.071563720703125,799,
0,,-0.3040647506713867,849,
0,,5.413300514221191,899,
0,,-0.7899703979492188,949,
0,,-2.505281448364258,999,
0,,-0.08192920684814453,1049,
0,,-0.8557968139648438,1099,
0,,-0.425079345703125,1149,
0,,-0.1942434310913086,1199,
0,,-0.46792030334472656,1249,
0,,-0.4106636047363281,1299,
0,,-0.6532554626464844,1349,
0,,-0.41421985626220703,1399,
0,,-0.606511116027832,1449,
0,,-1.1290607452392578,1499,
0,,-0.41893768310546875,1549,
0,,-1.5624723434448242,1599,
0,,-1.103419303894043,1649,
0,,-1.8274421691894531,1699,
0,,-0.7039108276367188,1749,
0,,1.9066429138183594,1799,
0,,-1.3358774185180664,1849,
0,,-0.4684581756591797,1899,
0,,-2.0803794860839844,1949,
0,,32.26884460449219,1999,
0,,2.736154556274414,2049,
0,,-0.2528400421142578,2099,
0,,-0.6465368270874023,2149,
0,,-0.6823368072509766,2199,
0,,-1.080826759338379,2249,
0,,-0.21182823181152344,2299,
0,,-2.1961259841918945,2349,
0,,0.5356101989746094,2399,
0,,-1.664860725402832,2449,
0,,-2.554755210876465,2499,
0,,-1.0548944473266602,2549,
0,,-2.0543689727783203,2599,
0,,-2.286355972290039,2649,
0,,0.8093729019165039,2699,
0,,-0.1060781478881836,2749,
0,,-0.09852313995361328,2799,
0,,-0.28521251678466797,2849,
0,,-2.656741142272949,2899,
0,,4.486395835876465,2949,
0,,-1.361445426940918,2999,
0,,-2.1615896224975586,3049,
0,,-0.4121971130371094,3099,
0,,9.595043182373047,3149,
0,,-1.4441652297973633,3199,
0,,-1.7552556991577148,3249,
0,,-4.414187431335449,3299,
0,,-0.9512853622436523,3349,
0,,-4.853827476501465,3399,
0,,9.937803268432617,3449,
0,,-0.7379751205444336,3499,
0,,-3.6046066284179688,3549,
0,,-3.2513818740844727,3599,
0,,-1.3261470794677734,3649,
0,,-0.8910913467407227,3699,
0,,-2.147721290588379,3749,
0,,0.010987281799316406,3799,
0,,5.531496047973633,3849,
0,,-1.8074235916137695,3899,
0,,-0.6809549331665039,3949,
0,,-0.4512958526611328,3999,
0,,-1.2685470581054688,4049,
0,,-3.131434440612793,4099,
0,,-4.853570938110352,4149,
0,,-0.6857967376708984,4199,
0,,-2.933600425720215,4249,
0,,-0.7150135040283203,4299,
0,,9.316709518432617,4349,
0,,-2.1037979125976562,4399,
0,,-0.5071258544921875,4449,
0,,-0.3027200698852539,4499,
0,,-0.9917135238647461,4549,
0,,-0.8835668563842773,4599,
0,,-1.756988525390625,4649,
0,,-1.002903938293457,4699,
0,,-0.3792304992675781,4749,
0,,-1.160421371459961,4799,
0,,-0.628779411315918,4849,
0,,0.8567390441894531,4899,
0,,-0.48826026916503906,4949,
0,,-1.2444334030151367,4999,
0,,-1.3623552322387695,5049,
0,,-4.837437629699707,5099,
0,,-0.4480171203613281,5149,
0,,-0.13507366180419922,5199,
0,,-1.7496681213378906,5249,
0,,-3.3785839080810547,5299,
0,,2.7354555130004883,5349,
0,,-0.9487457275390625,5399,
0,,-0.3100261688232422,5449,
0,,1.4774980545043945,5499,
0,,-0.5562477111816406,5549,
0,,-4.000274658203125,5599,
0,,1.9074172973632812,5649,
0,,-0.8821382522583008,5699,
0,,0.6886911392211914,5749,
0,,4.313053131103516,5799,
0,,-1.6576080322265625,5849,
0,,3.119892120361328,5899,
0,,-2.06485652923584,5949,
0,,0.5844640731811523,5999,
,2.3094682693481445,,6000,
0,,,5999,2.3094682693481445
