epoch,hp_metric,loss,step,val_loss
,-0.24614925682544708,,0,
0,,-0.40705493092536926,49,
0,,-3.0949575901031494,99,
0,,-0.42341333627700806,149,
0,,-0.4026731550693512,199,
0,,-0.5514907240867615,249,
0,,-0.39913544058799744,299,
0,,-0.46564990282058716,349,
0,,-0.24325880408287048,399,
0,,-0.3590335547924042,449,
0,,-0.23854821920394897,499,
0,,-0.35773766040802,549,
0,,-0.22769537568092346,599,
0,,-0.6204663515090942,649,
0,,-0.5503550171852112,699,
0,,-0.4305121600627899,749,
0,,-0.2984083890914917,799,
0,,-0.47417324781417847,849,
0,,-0.07840237766504288,899,
0,,-0.3178877532482147,949,
0,,-0.3838479816913605,999,
0,,-0.2556520700454712,1049,
0,,-0.4824866056442261,1099,
0,,-0.3817518353462219,1149,
0,,-0.4838501513004303,1199,
0,,-0.4725051820278168,1249,
0,,-0.44060972332954407,1299,
0,,-0.653189480304718,1349,
0,,-0.5679662227630615,1399,
0,,-0.20824110507965088,1449,
0,,-0.4797307550907135,1499,
0,,-0.41016891598701477,1549,
0,,-0.4875442385673523,1599,
0,,-0.3433969020843506,1649,
0,,-0.3745228350162506,1699,
0,,-0.518983781337738,1749,
0,,-0.45196443796157837,1799,
0,,-0.5135988593101501,1849,
0,,-0.4429832398891449,1899,
0,,-0.35974276065826416,1949,
0,,-0.2752133309841156,1999,
0,,-0.2631077468395233,2049,
0,,-0.5473275780677795,2099,
0,,-0.4782842993736267,2149,
0,,-0.5327314138412476,2199,
0,,-0.3917844593524933,2249,
0,,-0.2553407549858093,2299,
0,,-0.5400829315185547,2349,
0,,-0.5264527201652527,2399,
0,,-0.41260382533073425,2449,
0,,-0.31246325373649597,2499,
0,,-0.7135136723518372,2549,
0,,-0.5281347632408142,2599,
0,,-0.4186580777168274,2649,
0,,-0.12007760256528854,2699,
0,,-0.443398654460907,2749,
0,,-0.41472649574279785,2799,
0,,-0.6127917766571045,2849,
0,,-0.646342933177948,2899,
0,,-0.23909011483192444,2949,
0,,-0.5253597497940063,2999,
0,,-1.0398789644241333,3049,
0,,-0.4273732602596283,3099,
0,,-0.5590078234672546,3149,
0,,-0.5344401001930237,3199,
0,,-0.3758852779865265,3249,
0,,-0.6679650545120239,3299,
0,,-0.4350902736186981,3349,
0,,-0.4119270145893097,3399,
0,,-0.28845858573913574,3449,
0,,-0.5352171063423157,3499,
0,,-0.2463296800851822,3549,
0,,-0.48106905817985535,3599,
0,,-0.38239550590515137,3649,
0,,-0.5220680236816406,3699,
0,,-0.6239725351333618,3749,
0,,-0.3562244474887848,3799,
0,,-0.4902263879776001,3849,
0,,-0.2371639907360077,3899,
0,,-0.30717891454696655,3949,
0,,-0.3390059471130371,3999,
0,,-0.37010011076927185,4049,
0,,-0.4524025321006775,4099,
0,,-0.3553364872932434,4149,
0,,-0.9369186758995056,4199,
0,,-0.8237113952636719,4249,
0,,-0.3036253750324249,4299,
0,,-0.6131713390350342,4349,
0,,-0.6147397756576538,4399,
0,,-0.5881910920143127,4449,
0,,-0.507420539855957,4499,
0,,-0.5101775527000427,4549,
0,,-0.36771371960639954,4599,
0,,-0.35409095883369446,4649,
0,,-0.6575475931167603,4699,
0,,-0.6602480411529541,4749,
0,,-0.34262990951538086,4799,
0,,-0.3021133244037628,4849,
0,,-0.34106168150901794,4899,
0,,-0.5319498777389526,4949,
0,,-0.5284602642059326,4999,
0,,-0.4358929395675659,5049,
0,,-0.39642131328582764,5099,
0,,-0.2680346965789795,5149,
0,,-0.3931468725204468,5199,
0,,-0.47926151752471924,5249,
0,,-0.23492445051670074,5299,
0,,-0.4341219961643219,5349,
0,,-0.5192784667015076,5399,
0,,-0.3745262026786804,5449,
0,,-0.59343022108078,5499,
0,,-0.46327945590019226,5549,
0,,-0.4651980996131897,5599,
0,,-0.33193284273147583,5649,
0,,-0.7360777258872986,5699,
0,,-2.7693042755126953,5749,
0,,-0.4077644348144531,5799,
0,,-0.42856964468955994,5849,
0,,-0.1115812286734581,5899,
0,,-0.5117297172546387,5949,
0,,-0.41170886158943176,5999,
,-0.283401757478714,,6000,
0,,,5999,-0.283401757478714
